r,Product SKU,Brand,Parent Category,Sub Category 1,Sub Category 2,Brand Category,Product Name,Weight,Dimensions,Optimised Description?,PDP?,Promo Badges,Number of Offer Categories,Bulk Pricing Rules?,Cross Sells Updated?,Number of Images,Filters Correct?,Batteries Included,Part of a Recipe?,Cost Price ex VAT,Selling Price inc VAT,Selling Price ex VAT,Sale Price inc VAT,Calculated Profit % Per Unit,Stock Value,Calculated Revenue ,Availabile Stock,Supplier Stock,Promotion Availability,On Order?,Total Sales this Year,Total Sales Last Year,Best Seller Status
135215,MAKGDUR190UZX3,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita DUR190UZX3 18V LXT Brushless Line Trimmer (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,138.24,199.07,165.8916667,0,16.67%,0,0,0,0,0,0,0,0,F
135216,MAKACDC10WD,Makita ,Accessories,Batteries & Chargers,Chargers,Makita Batteries & Chargers,Makita DC10WD 10.8V / 12V Max CXT Slide Lithium-Ion Battery Charger,Y,Y,,N,N,0,N,#N/A,3,,1,N,35.84,47.83,39.85833333,0,10.08%,0,1036.316667,0,0,0,0,0,26,D
135516,MAKACP-66254,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-66254 Autofeed Screwdriver Bit 5mm (Single),Y,Y,,N,N,0,N,#N/A,,,N/A,N,21.33,40.19,33.49166667,0,36.31%,0,0,0,0,0,0,0,0,F
135560,MAKPCA5000XJ/2,Makita ,Power Tools,Cutters,,Makita Plunge Saws,Makita CA5000XJ/2 165mm Aluminium Groove Cutter 1300W 240V,Y,Y,,N,N,0,N,30.05.25,,,N/A,N,472.68,680.66,567.2166667,0,16.67%,0,1701.65,0,0,0,0,0,3,E
135564,MAKPCA5000XJ/1,Makita ,Power Tools,Cutters,,Makita Plunge Saws,Makita CA5000XJ/1 165mm Aluminium Groove Cutter 1300W 110V,Y,Y,,N,N,0,N,30.05.25,,,N/A,N,472.68,680.66,567.2166667,0,16.67%,0,0,0,0,0,0,0,0,F
135566,MAKMLD080P,Makita ,Power Tools,Laser Tools,,Makita Measurement Tools,Makita LD080P 80M Laser Distance Measure,Y,Y,,N,N,0,N,02.10.25,,,N/A,N,87.32,125.74,104.7833333,0,16.67%,698.54,1886.1,8,0,8,5,1,18,D
135587,MAKPDML815,Makita ,Electrical & Lighting,Lighting,Torches,Makita Lighting & Torches,Makita DML815 14.4/18V LXT LED Torch (Body Only),Y,Y,,N,N,5,N,02.10.25,,,0,Y,14.71,21.48,17.9,0,17.82%,367.8,12834.3,20,0,20,20,18,717,A
135588,MAKACD-42204,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita D-42204 Countersink Set 6pcs,Y,Y,,N,N,0,N,#N/A,,,N/A,N,24.42,39.19,32.65833333,0,25.23%,0,130.6333333,0,0,0,0,0,4,E
135594,MAKACB-43044,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita B-43044 Makpac Drilling & Screwdriving Bit Set 66pcs,Y,Y,,N,N,1,N,#N/A,3,,N/A,N,51.2,76.89,64.075,0,20.09%,102.4,1089.275,2,0,2,0,0,17,D
135596,MAKACB-49638,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita B-49638 Makpac Drill Bit Set 69pcs,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,41.96,60.42,50.35,0,16.66%,41.96,2215.4,1,0,1,0,0,44,D
135645,MAKACB-56699,Makita ,Accessories,Power Tool Accessories,Circular Saw Blades,Makita Circular Saw/TCT Blades,Makita B-56699 165mm x 20mm 28T TCT Saw Blade for Wood,Y,Y,,N,N,0,N,#N/A,,,N/A,N,19.2,35.48,29.56666667,0,35.06%,0,0,0,0,0,0,0,0,F
135647,MAKACB-56714,Makita ,Accessories,Power Tool Accessories,Circular Saw Blades,Makita Circular Saw/TCT Blades,Makita B-56714 165 x 20mm 56T TCT Saw Blade for Aluminium,Y,Y,,N,N,0,N,#N/A,,,N/A,N,30.72,55.66,46.38333333,0,33.77%,0,0,0,0,0,0,0,0,F
136153,MAKPDLX2140PTJ,Makita ,Power Tools,Cordless Kits,,Makita Cordless Kits,Makita DLX2140PTJ Cordless 18V LXT Twin Kit with 4x 5.0Ah Batteries,Y,Y,,N,N,1,N,#N/A,,,4,N,430.08,593.51,494.5916667,0,13.04%,0,0,0,0,0,0,0,0,F
136156,MAKPDLX2137PTJ,Makita ,Power Tools,Cordless Kits,,Makita Cordless Kits,Makita DLX2137PTJ Cordless 18V Twin Kit with 4x 5.0Ah Batteries,Y,Y,,N,N,0,N,#N/A,,,4,N,492.12,679.13,565.9416667,0,13.04%,0,3961.591667,0,0,10,0,0,7,E
136163,MAKPDHR242RTJ,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita DHR242RTJ 18V LXT 24mm SDS+ Plus Brushless Rotary Hammer Drill with 2x 5.0Ah Batteries,Y,Y,,N,N,4,N,#N/A,,,2,N,273.69,377.7,314.75,0,13.05%,0,13849,0,0,28,0,1,44,D
136180,MAKPCLX205AJ,Makita ,Power Tools,Cordless Kits,,Makita Impact Drivers,Makita CLX205AJ Brushless 10.8V CXT Slide Twin Pack with 2x 2.0Ah Batteries,Y,Y,,N,N,0,N,#N/A,3,,2,N,184.32,254.36,211.9666667,0,13.04%,0,0,0,0,0,0,0,0,F
136520,MAKACP-72752,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-72752 Autofeed Screwdriver Bit 5mm x 157mm (Pack of 10),Y,Y,,N,N,0,N,#N/A,2,,N/A,N,32.67,49.01,40.84166667,0,20.01%,0,449.2583333,0,0,0,0,0,11,D
136803,MAKPDLX3049PTJ,Makita ,Power Tools,Cordless Kits,,Makita Cordless Kits,Makita DLX3049PTJ 18V 3 Piece Cordless Kit with 4x 5.0Ah Batteries,Y,Y,,N,N,0,N,#N/A,,,4,N,737.07,972.93,810.775,0,9.09%,0,810.775,0,0,10,0,0,1,E
137697,MAKGDLM382CT2,Makita ,Gardening,Lawn Mowers,,Makita Lawn Mowers,Makita DLM382CT2 Twin 18V LXT 380mm Lawnmower with 2x 5.0Ah Batteries,Y,Y,,N,N,2,N,#N/A,,,2,N,306.18,427.67,356.3916667,0,14.09%,0,0,0,0,0,0,0,0,F
138641,MAKPLS0714N/2,Makita ,Power Tools,Mitre Saws,,Makita Mitre Saws,Makita LS0714N/2 190mm Slide Compound Mitre Saw 1010W 240V,Y,Y,,N,N,2,N,#N/A,,,N/A,N,331.2,457.06,380.8833333,0,13.04%,0,1523.533333,0,0,0,0,0,4,E
143345,MAKACB-68323,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita B-68323 Screwdriver Bit Set in LXT Battery Shaped Case 21pcs,Y,Y,,N,N,2,N,#N/A,3,,N/A,Y,10.59,16.69,13.90833333,0,23.86%,0,1710.725,0,0,0,5,0,123,C
143364,MAKGDUC405PG2,Makita ,Gardening,Chainsaws,,Makita Chainsaws,Makita DUC405PG2 Twin 18V LXT 400mm Brushless Chainsaw with 2x 6.0Ah Batteries,Y,Y,,N,N,3,N,#N/A,,,2,N,429.06,556.5,463.75,539.8,7.48%,0,0,0,0,0,0,0,0,F
143373,MAKGPLM5600N2,Makita ,Gardening,Lawn Mowers,,Makita Lawn Mowers,Makita PLM5600N2 560mm 4-Stroke Petrol Lawn Mower,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,424.96,642.54,535.45,0,20.63%,0,0,0,0,0,0,0,0,F
143671,MAKPDWR180Z,Makita ,Power Tools,Impact Wrenches,,Makita Impact Wrenches,Makita DWR180Z 18V LXT Ratchet Wrench (Body Only),Y,Y,,N,N,2,N,30.05.25,,,0,N,97.28,140.14,116.7833333,0,16.70%,0,4904.9,0,0,0,0,0,42,D
143763,MAKACE-15431,Makita ,Accessories,Tool Storage,,Makita Tool Storage,Makita E-15431 Ultimate Wide Mouth Tool Bag,Y,Y,,N,N,2,N,#N/A,3,,N/A,N,36.43,56.84,47.36666667,53.99,23.09%,0,852.6,0,0,0,0,0,18,D
143770,MAKPDLM460PT4,Makita ,Gardening,Lawn Mowers,,Makita Lawn Mowers,Makita DLM460PT-4 460mm Twin 18V LXT Brushless Lawn Mower 4x 5Ah Batteries,Y,Y,,N,N,1,N,#N/A,,,4,N,582.86,804.35,670.2916667,0,13.04%,0,0,0,0,0,0,0,0,F
143809,MAKGDUH523RT,Makita ,Gardening,Hedge Trimmers,,Makita Hedge Trimmers,Makita DUH523RT LXT 18V Hedge Trimmer with 1x 5.0Ah Battery AND fast charger,Y,Y,,N,N,4,N,#N/A,,,1,N,148.48,205.13,170.9416667,198.97,13.14%,0,0,0,0,0,0,0,0,F
143812,MAKGDUC254RT,Makita ,Gardening,Chainsaws,,Makita Chainsaws,Makita DUC254RT 18V LXT Brushless 250mm Chainsaw with 1x 5.0Ah Battery,Y,Y,,N,N,7,N,#N/A,,,1,N,235.52,319.37,266.1416667,287.43,11.51%,0,2661.416667,0,0,0,0,0,10,E
143814,MAKGDUB184RT,Makita ,Gardening,Leaf Blowers,,Makita Leaf Blowers,Makita DUB184RT BL LXT 18V Blower with 1x 5.0Ah Battery,Y,Y,,N,N,8,N,#N/A,,,1,N,159.62,220.28,183.5666667,0,13.05%,0,2569.933333,0,0,6,0,1,14,D
143815,MAKGDUH601RT,Makita ,Gardening,Hedge Trimmers,,Makita Hedge Trimmers,Makita DUH601RT BL LXT 18V 600mm Hedge Trimmer with 1x 5.0Ah Battery,Y,Y,,N,N,6,N,#N/A,,,1,N,294.91,406.98,339.15,366.28,13.04%,0,678.3,0,0,0,0,0,2,E
143816,MAKGDUN500WRTE,Makita ,Gardening,Hedge Trimmers,,Makita Hedge Trimmers,Makita DUN500WRTE LXT 18V 500mm Pole Hedge Trimmer with 2x 5.0Ah Batteries,Y,Y,,N,N,6,N,#N/A,,,2,N,368.64,520.72,433.9333333,484.27,15.05%,0,867.8666667,0,0,0,0,0,2,E
143818,MAKGDUB186RT,Makita ,Gardening,Leaf Blowers,,Makita Leaf Blowers,Makita DUB186RT LXT 18V Blower with 1x 5.0Ah Battery,Y,Y,,N,N,6,N,16.06.25,,,1,N,135.17,186.53,155.4416667,177.21,13.04%,0,2953.391667,0,0,0,0,0,19,D
144102,MAKACP-84137,Makita ,Accessories,Tool Storage,,Makita Tool Storage,Makita P-84137 MAKPAC Cantilever Storage Tool Box,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,52.24,75.23,62.69166667,0,16.67%,0,814.9916667,0,0,0,0,0,13,D
144145,MAKGDUC405Z,Makita ,Gardening,Chainsaws,,Makita Chainsaws,Makita DUC405Z LXT 400mm Brushless Chainsaw Twin 18V (Body Only),Y,Y,,N,N,3,N,16.06.25,,,0,N,246.24,354.59,295.4916667,0,16.67%,246.24,7091.8,1,0,1,0,1,24,D
144200,MAKGDUB363PG2V,Makita ,Gardening,Leaf Blowers,,Makita Leaf Blowers,Makita DUB363PG2V Twin 18V LXT Brushless Blower 2x 6.0Ah Batteries,Y,Y,,N,N,3,N,#N/A,,,2,N,329.01,461.93,384.9416667,448.07,14.53%,0,0,0,0,0,0,0,0,F
144203,MAKGDLM432CT2,Makita ,Gardening,Lawn Mowers,,Makita Lawn Mowers,Makita DLM432CT2 430mm Twin 18V LXT Lawnmower 2x 5.0Ah Batteries,Y,Y,,N,N,2,N,#N/A,,,2,N,357.38,458.87,382.3916667,445.1,6.54%,0,0,0,0,0,0,0,0,F
144746,MAKGDUB186Z,Makita ,Gardening,Leaf Blowers,,Makita Leaf Blowers,Makita DUB186Z LXT 18V Cordless Blower (Body Only),Y,Y,,N,N,7,N,14.04.25,3,,0,N,59.28,83.78,69.81666667,0,15.09%,118.56,5585.333333,1,0,1,0,1,80,D
145080,MAKGEG5550A,Makita ,Power Tools,Misc,,Makita Miscellaneous,Makita EG5550A 4-Stroke Petrol Generator 5500W,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,430.08,614.15,511.7916667,0,15.97%,0,0,0,0,0,0,0,0,F
145081,MAKGDLM532PT4,Makita ,Gardening,Lawn Mowers,,Makita Lawn Mowers,Makita DLM532PT4 530mm Twin 18V LXT Cordless Lawnmower with 4x 5.0Ah Batteries,Y,Y,,N,N,2,N,30.05.25,,,4,N,1025.6,1476.86,1230.716667,0,16.67%,0,1230.716667,0,0,0,0,0,1,E
145162,MAKPLS002GZ01,Makita ,Power Tools,Mitre Saws,,XGT 40V | 80V Max Mitre Saws,Makita LS002GZ01 40V Max XGT 216mm Brushless Slide Compound Mitre Saw (Body Only),Y,Y,,N,N,0,N,29.11.24,,,0,Y,571.69,788.93,657.4416667,0,13.04%,2286.75,50623.00833,4,0,4,0,0,77,D
145163,MAKACB-1348332,Makita ,Accessories,Power Tool Accessories,Impact Sockets,Makita Socket Sets,"Makita 134833-2 21mm 1/2"" Drive Impact Socket with Pin & Ring",Y,Y,,N,N,0,N,#N/A,2,,N/A,Y,6.04,11.02,9.183333333,0,34.23%,0,0,0,0,0,0,0,0,F
145169,MAKACB-13459,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-13459 Quasar Stealth Diamond Blade 300 x 20mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,51.2,78.64,65.53333333,69.99,21.87%,0,1441.733333,0,0,0,0,0,22,D
145213,MAKPRP2301FCX/2,Makita ,Power Tools,Routers,,Makita Routers,"Makita RP2301FCX 1/2"" Plunge Router 2100W 240V",Y,Y,,N,N,0,N,#N/A,,,N/A,N,233.47,367.02,305.85,0,23.67%,0,0,0,0,0,0,0,0,F
145215,MAKACP-04905,Makita ,Accessories,Power Tool Accessories,Reciprocating Saw Blades,Makita Reciprocating Saw Blades,Makita P-04905 150mm Metal Cutting Reciprocating Saw Blades 24TPI (Pack of 5),Y,Y,,N,N,0,Y,#N/A,,,N/A,N,5.75,10.34,8.616666667,0,33.27%,17.24,990.9166667,3,0,3,5,1,115,C
145216,MAKACP-44046,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-44046 Complete Drill & Bit Set 216pcs,Y,Y,,N,N,0,N,#N/A,,,N/A,N,30.72,52.35,43.625,0,29.58%,0,0,0,0,0,0,0,0,F
146039,MAKAC196212-2,Makita ,Gardening, Accessories,,Makita Garden Accessories & Parts,Makita 196212-2 Spare Chain for UC3541A / DCS230 Chainsaws (35cm Bar),Y,Y,,N,N,0,N,#N/A,,,N/A,N,7.58,15.19,12.65833333,0,40.12%,0,0,0,0,0,0,0,0,F
146216,MAKGDUC254Z,Makita ,Gardening,Chainsaws,,Makita Chainsaws,Makita DUC254Z LXT 25cm Brushless Cordless Chainsaw 18V (Body Only),Y,Y,,N,N,5,N,16.06.25,,,0,N,171.76,247.33,206.1083333,239.91,16.67%,0,3916.058333,0,0,0,0,1,19,D
146245,MAKGDUH601Z,Makita ,Gardening,Hedge Trimmers,,Makita Hedge Trimmers,Makita DUH601Z 18V BL 60cm Hedge Trimmer (Body Only),Y,Y,,N,N,3,N,16.06.25,,,0,N,211.28,306.78,255.65,0,17.36%,211.28,3834.75,1,0,1,0,0,15,D
146246,MAKGDUH502RT,Makita ,Gardening,Hedge Trimmers,,Makita Hedge Trimmers,Makita DUH502RT 18V BL 50cm Hedge Trimmer 1x5.0Ah Battery,Y,Y,,N,N,4,N,#N/A,,,1,N,258.05,371.59,309.6583333,315.85,16.67%,0,619.3166667,0,0,0,0,0,2,E
146247,MAKGDUH502Z,Makita ,Gardening,Hedge Trimmers,,Makita Hedge Trimmers,Makita DUH502Z 18V Brushless 500mm Hedge Trimmer (Body Only),Y,Y,,N,N,7,N,16.04.25,,,0,N,177.08,248.62,207.1833333,223.76,14.53%,0,4350.85,0,0,0,0,0,21,D
146248,MAKGDUH751RT,Makita ,Gardening,Hedge Trimmers,,Makita Hedge Trimmers,Makita DUH751RT 18V LXT Brushless 75cm Hedge Trimmer with 1x 5.0Ah Battery,Y,Y,,N,N,6,N,#N/A,,,1,N,313.34,432.41,360.3416667,389.17,13.04%,0,2882.733333,0,0,0,0,0,8,E
146250,MAKGDUH751Z,Makita ,Gardening,Hedge Trimmers,,Makita Hedge Trimmers,Makita DUH751Z LXT 18V Brushless 75cm Hedge Trimmer (Body Only),Y,Y,,N,N,2,N,16.06.25,,,0,N,232.45,334.73,278.9416667,324.68,16.67%,440.5,4742.008333,2,0,2,0,0,17,D
146299,MAKGDUB184Z,Makita ,Gardening,Leaf Blowers,,Makita Leaf Blowers,Makita DUB184Z 18V LXT Cordless Brushless Blower (Body Only),Y,Y,,N,N,8,N,16.06.25,,,0,N,105.02,149.99,124.9916667,0,15.98%,630.1,16248.91667,6,0,6,0,1,130,C
146382,MAKGDUR189RT,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita DUR189RT 18V LXT Brushless 300mm Line Trimmer with 1x 5.0Ah Battery (Telescopic Shaft),Y,Y,,N,N,6,N,14.04.25,,,1,N,203.78,281.21,234.3416667,0,13.04%,0,468.6833333,0,0,0,0,0,2,E
146383,MAKGDUR192LRT,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita DUR192LRT 18V LXT Brushless Line Trimmer 300mm 1x 5Ah Battery (2-Part Shaft),Y,Y,,N,N,6,N,#N/A,,,1,N,178.18,245.88,204.9,0,13.04%,0,409.8,0,0,0,0,0,2,E
146500,MAKGDUH523Z,Makita ,Gardening,Hedge Trimmers,,Makita Hedge Trimmers,Makita DUH523Z 18V 52cm Cordless Hedge Trimmer (Body Only),Y,Y,,N,N,4,N,16.06.25,,,0,N,83.21,125,104.1666667,106.25,20.12%,83.21,12604.16667,1,0,1,0,0,121,C
146506,MAKGDUN500WZ,Makita ,Gardening,Hedge Trimmers,,Makita Hedge Trimmers,Makita DUN500WZ 18V LXT Brushless Pole Hedge Trimmer (Body Only),Y,Y,,N,N,7,N,16.06.25,,,0,N,246.53,355,295.8333333,0,16.67%,493.06,10058.33333,2,0,2,0,0,34,D
146553,MAKPHR004GD202,Makita ,Power Tools,SDS+ Hammer Drills,,XGT 40V | 80V Max SDS+ Hammer Drills,Makita HR004GD202 40V Max XGT SDS+ 28mm Brushless Rotary Hammer with 2x 2.5Ah Batteries,Y,Y,,N,N,1,N,29.11.24,,,2,N,433.87,598.74,498.95,0,13.04%,0,4490.55,0,0,3,0,0,9,E
146554,MAKPTD001GD201,Makita ,Power Tools,Impact Drivers,,XGT 40V | 80V Max Impact Drivers,Makita TD001GD201 40V Max XGT Brushless Impact Driver with 2x 2.5Ah Batteries,Y,Y,,N,N,0,N,29.11.24,,,2,N,413.7,623.03,519.1916667,0,20.32%,0,0,0,0,0,0,0,0,F
146603,MAKPDMP180RT1J,Makita ,Power Tools,Automotive,,Makita Automotive,Makita DMP180RT1J 18V LXT Cordless Inflator Pump with 1x 5.0Ah Battery,Y,Y,,N,N,2,N,02.10.25,,,1,N,121.86,180.3,150.25,0,18.90%,0,1953.25,0,0,0,0,0,13,D
146604,MAKGDUR192LZ,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita DUR192LZ 18V 300mm 2-Part Shaft Brushless Line Trimmer (Body Only),Y,Y,,N,N,6,N,14.04.25,3,,0,N,108.26,155.89,129.9083333,140.3,16.66%,108.26,5196.333333,1,0,1,0,0,40,D
146813,MAKGELM3320X,Makita ,Gardening,Lawn Mowers,,Makita Lawn Mowers,Makita ELM3320X 330mm Electric Lawn Mower 1200W 240V,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,85.5,110,91.66666667,0,6.73%,#N/A,0,0,0,0,0,0,0,F
146814,MAKGELM3720X,Makita ,Gardening,Lawn Mowers,,Makita Lawn Mowers,Makita ELM3720X 370mm Electric Lawn Mower 1400W 240V,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,94.21,133.85,111.5416667,0,15.54%,#N/A,0,0,0,0,0,0,0,F
146817,MAKGELM4121X,Makita ,Gardening,Lawn Mowers,,Makita Lawn Mowers,Makita ELM4121X 410mm Electric Lawn Mower 1600W 240V,Y,Y,,N,N,0,N,#N/A,,,N/A,N,131.58,193.11,160.925,0,18.24%,0,0,0,0,0,0,0,0,F
147772,MAKGELM4621X,Makita ,Gardening,Lawn Mowers,,Makita Lawn Mowers,Makita ELM4621X 460mm Electric Lawn Mower 1800W 240V,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,179.2,248.37,206.975,0,13.42%,0,206.975,0,0,0,0,0,1,E
156143,MAKACD-30667,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita D-30667 Screwdriver Bit Set with Magnetic Holder (31 Pieces),Y,Y,,N,N,0,N,#N/A,3,,N/A,N,2.94,4.23,3.525,0,16.60%,976.08,2231.325,331,0,331,0,4,633,A
156333,MAKGDLM462PT4,Makita ,Gardening,Lawn Mowers,,Makita Lawn Mowers,Makita DLM462PT4 460mm Twin 18V Brushless LXT Lawnmower with 4x 5.0Ah Batteries,Y,Y,,N,N,2,N,#N/A,3,,4,N,772.1,1121.08,934.2333333,0,17.35%,0,934.2333333,0,0,0,0,0,1,E
156351,MAKPDGP180Z,Makita ,Power Tools,Grease Guns,,Makita Miscellaneous,Makita DGP180Z LXT 18V Grease Gun (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,Y,173.28,251.6,209.6666667,0,17.35%,0,18241,0,0,0,80,7,87,D
156438,MAKPVC2000L/2,Makita ,Power Tools,Vacuums & Dust Extractors,,Makita Vacuums & Dust Extraction,Makita VC2000L/2 L-Class 20L Vacuum Cleaner 240V 1000W,Y,Y,,N,N,0,N,#N/A,,,N/A,N,113.66,163.68,136.4,0,16.67%,0,409.2,0,0,0,0,0,3,E
156440,MAKPVC2000L/1,Makita ,Power Tools,Vacuums & Dust Extractors,,Makita Vacuums & Dust Extraction,Makita VC2000L/1 L-Class 20L Vacuum Cleaner 110V 1000W,Y,Y,,N,N,0,N,#N/A,,,N/A,N,113.66,163.68,136.4,0,16.67%,0,409.2,0,0,0,0,0,3,E
156707,MAKGDLM462Z,Makita ,Gardening,Lawn Mowers,,Makita Lawn Mowers,Makita DLM462Z 460mm Twin 18V LXT Brushless Lawn Mower (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,351.38,323.39,269.4916667,0,-30.39%,#N/A,18055.94167,0,0,0,0,0,67,D
156934,MAKACDC18SF,Makita ,Accessories,Batteries & Chargers,Chargers,Makita Batteries & Chargers,Makita DC18SF 14.4V-18V LXT Li-ion 4-Port Charger,Y,Y,,N,N,2,N,#N/A,,,N/A,N,169.05,239.78,199.8166667,0,15.40%,0,4595.783333,0,0,0,10,4,23,D
175979,MAKACP-83836,Makita ,Accessories,Tool Storage,,Makita Tool Storage,Makita P-83836 Makpac Stackable Tool Box (Small),Y,Y,,N,N,0,N,#N/A,2,,N/A,N,26.69,40.03,33.35833333,36.83,19.99%,0,500.375,0,0,0,0,0,15,D
175982,MAKACE-07048,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita E-07048 Screwdriver Bit Set 28pcs,Y,Y,,N,N,0,N,#N/A,,,N/A,N,10.5,15.12,12.6,0,16.67%,0,189,0,0,0,0,0,15,D
176081,MAKPDCF203Z,Makita ,Electrical & Lighting,Cooling & Fans,,Makita Fans,Makita DCF203Z 18V/14.4V 235mm LXT Cordless Portable Fan (Body Only),Y,Y,,N,N,5,N,02.10.25,,,0,N,65.54,94.99,79.15833333,85.5,17.20%,196.63,1978.958333,3,0,3,0,1,25,D
176082,MAKACE-10899,Makita ,Hand Tools,Tool Kits,,Makita Socket Sets,Makita E-10899 Hand Tool Set 76pcs,Y,Y,,N,N,17,N,#N/A,,,N/A,N,51.91,80.97,67.475,0,23.07%,41.5,809.7,0,0,0,0,2,12,D
176083,MAKACE-08458,Makita ,Hand Tools,Tool Kits,,Makita Socket Sets,Makita E-08458 Mechanics Tool Set 87pcs,Y,Y,,N,N,6,N,#N/A,,,N/A,N,76.39,110,91.66666667,0,16.67%,0,458.3333333,0,0,0,0,0,5,E
176084,MAKACE-06616,Makita ,Hand Tools,Tool Kits,,Makita Socket Sets,Makita E-06616 Maintenance Tool Set 120pcs,Y,Y,,N,N,13,N,#N/A,,,N/A,N,54.75,78.56,65.46666667,0,16.37%,82.55,7594.133333,1,0,1,5,3,116,C
176122,MAKACE-10883,Makita ,Hand Tools,Socket & Sets,,Makita Socket Sets,Makita E-10883 Maintenance Hand Tool Set (221 Pieces),Y,Y,,N,N,13,N,#N/A,,,N/A,N,67.5,101.25,84.375,86.06,20.00%,270,13500,4,0,4,0,4,160,C
176127,MAKACE-07060,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Screwdriver Bit Sets,Makita E-07060 Impact Screw Bit & Socket Set 30pcs,Y,Y,,N,N,0,N,#N/A,,,N/A,N,10.2,14.69,12.24166667,0,16.68%,10.2,440.7,1,0,1,1,2,36,D
176128,MAKACE-07054,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita E-07054 Drill Bit Set 29pcs,Y,Y,,N,N,1,N,#N/A,,,N/A,N,11.14,16.04,13.36666667,14.44,16.66%,0,334.1666667,0,0,0,0,0,25,D
176129,MAKACE-07076,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Screwdriver Bit Sets,Makita E-07076 Screwdriver Bit Set 32pcs,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.13,12.1,10.08333333,0,19.37%,81.32,373.0833333,10,0,10,0,1,37,D
176203,MAKPDGP180RT,Makita ,Power Tools,Grease Guns,,Makita Miscellaneous,Makita DGP180RT 18V LXT Cordless Grease Gun with 1x 5.0Ah Batteries,Y,Y,,N,N,2,N,#N/A,,,1,N,204.8,320.23,266.8583333,0,23.26%,0,1334.291667,0,0,0,0,0,5,E
176204,MAKGDUM111ZX,Makita ,Gardening,Grass Trimmers,,Makita Grass Shears,Makita DUM111ZX 18V LXT Cordless Grass Shears (Body Only),Y,Y,,N,N,2,N,22.07.25,,,0,N,43.32,63.38,52.81666667,0,17.98%,0,4700.683333,0,0,0,0,0,89,D
176205,MAKGEB5300TH,Makita ,Gardening,Leaf Blowers,,Makita Leaf Blowers,Makita EB5300TH 52.5cc 4-Stroke Backpack Petrol Blower,Y,Y,,N,N,0,N,#N/A,,,N/A,N,250,336,280,0,10.71%,#N/A,0,0,0,0,0,0,0,F
176273,MAKPHR3001CJ/1,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita HR3001CJ/1 SDS+ Rotary Hammer Drill 1050W 110V,Y,Y,,N,N,1,N,#N/A,,,N/A,N,215.04,283.85,236.5416667,0,9.09%,0,0,0,0,0,0,0,0,F
176274,MAKPHR3001CJ/2,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita HR3001CJ/2 SDS+ Rotary Hammer Drill 1050W 240V,Y,Y,,N,N,1,N,#N/A,3,,N/A,N,190.46,271.98,226.65,0,15.97%,0,0,0,0,0,0,0,0,F
176276,MAKPHR3012FCJ/1,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita HR3012FCJ/1 SDS+ Rotary Hammer AVT 1050W 110V,Y,Y,,N,N,1,N,#N/A,3,,N/A,N,244.74,323.05,269.2083333,0,9.09%,0,0,0,0,0,0,0,0,F
